district,transaction type,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,subsidiary building area,balcony area,elevator
北投區,房地(土地+建物),富貴一路5巷1~30號,34.55,其他,,,1090624,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691218,109.66,3,2,2,有,無,13500000,123108,,0,0,陽台外推;,RPQQMLQJPHPFFEA88DA,100.42,0,9.24,無
內湖區,房地(土地+建物),成功路二段241~270號,21,其他,,,1090709,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661017,54.34,2,1,1,有,無,5500000,101215,,0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPTOMLMLPHPFFCA68EA,49.89,0,4.45,無
萬華區,房地(土地+建物)+車位,西園路一段91~120號,15.38,其他,,,1090703,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,186.64,3,2,2,有,有,24000000,148200,坡道平面,43.59,2800000,,RPRNMLSLPHPFFBA88EA,83.4,6.8,5.35,有
萬華區,房地(土地+建物)+車位,萬大路423巷30弄1~30號,34.38,其他,,,1090517,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870824,151.3,3,2,2,有,有,17750000,117317,坡道平面,0,0,,RPQOMLSLPHPFFBA88EA,77.92,1.66,7.56,有
萬華區,房地(土地+建物)+車位,長沙街二段31~60號,10.94,其他,,,1090610,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,910917,137.45,3,2,2,有,有,20350000,148054,升降機械,18.24,0,,RPTOMLSLPHPFFBA56EA,80.34,0,3.26,有
萬華區,房地(土地+建物)+車位,長沙街二段31~60號,25.88,其他,,,1090608,土地1建物2車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,910917,319.92,3,2,2,有,有,46860000,146474,升降機械,36.48,0,,RPUOMLSLPHPFFBA66EA,187.68,0,11.1,有
大同區,房地(土地+建物),延平北路三段18巷1~30號,24.5,其他,,,1090714,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660215,79.78,3,1,1,有,無,4100000,51391,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVOMLSLPHPFFBA76EA,76.17,0,3.61,無
大同區,房地(土地+建物),延平北路二段247巷1~30號,19.54,其他,,,1090710,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670204,55.24,2,1,1,有,無,8300000,150253,,0,0,,RPWOMLSLPHPFFBA86EA,42.42,3.08,9.74,無
文山區,房地(土地+建物),溪口街107巷1~30號,23.94,其他,,,1090629,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.2,3,2,1,有,無,11900000,144769,,0,0,陽台外推;其他增建;,RPPOMLSLPHPFFAA68EA,66.35,0,12.61,無
中正區,房地(土地+建物)+車位,師大路181~210號,20.42,其他,,,1090621,土地3建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010824,155.9,2,2,1,有,有,32500000,208467,坡道機械,17.49,0,,RPVPMLLLRHPFFAA88EA,80.32,8.16,8.22,有
文山區,房地(土地+建物),景興路181~210號,3.71,其他,,,1090708,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,850104,45.43,0,0,0,無,有,6250000,137544,,0,0,,RPUNMLTLPHPFFAA56EA,21.46,1.01,2.34,有
文山區,房地(土地+建物),和平東路四段65巷27弄1~30號,114.69,其他,,,1090707,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,760107,235.38,5,2,3,有,有,30000000,127453,,0,0,,RPQNMLNJQHPFFAA08EA,186.13,30.26,18.99,無
南港區,房地(土地+建物),忠孝東路六段278巷23弄1~30號,32.33,其他,,,1090707,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,610105,66.76,6,2,5,有,無,15550000,232924,,0,0,頂樓加蓋;,RPSOMLMLPHPFFDA68EA,59.71,0,7.05,無
內湖區,房地(土地+建物),成功路四段61巷31~60號,32.9,其他,,,1090627,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720810,108.53,3,2,2,有,無,14360000,132314,,0,0,其他增建;,RPWPMLRLPHPFFCA96EA,101.58,0,6.95,無
內湖區,房地(土地+建物),內湖路三段326巷3弄1~30號,21.52,其他,,,1090629,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700525,75.11,3,2,2,有,無,11250000,149780,,0,0,,RPXPMLRLPHPFFCA07EA,63.16,11.95,0,無
中山區,房地(土地+建物),龍江路241~270號,22.63,其他,,,1090716,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721202,124.41,3,2,2,有,無,21036169,169087,,0,0,政府機關標讓售;,RPXQMLSLPHPFFCA27EA,101.51,2.04,16.5,有
中山區,房地(土地+建物)+車位,松江路391~420號,28.54,其他,,,1090716,土地2建物1車位2,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040713,342.17,3,2,3,有,有,83200000,243154,坡道平面,0,5400000,親友、員工、共有人或其他特殊關係間之交易;,RPORMLSLPHPFFCA09EA,161.65,15.66,19.41,有
中山區,房地(土地+建物),林森北路91~120號,5.84,其他,,,1090614,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710224,69.21,3,2,1,有,有,12500000,180610,,0,0,,RPXQMLTLPHPFFCA37EA,54.74,0,0,有
中山區,房地(土地+建物),林森北路271~300號,3.4,其他,,,1090616,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660121,42.25,1,1,1,有,有,7350000,173964,,0,0,,RPPRMLTLPHPFFCA66EA,35.89,0,0,有
內湖區,房地(土地+建物)+車位,康寧路三段16巷91~120號,15.79,其他,,,1090628,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,910613,84.59,2,1,1,有,有,14200000,176856,升降機械,12.78,1500000,其他增建;,RPUQMLRLPHPFFCA86EA,45.38,2.46,4.49,有
中山區,房地(土地+建物),吉林路393巷1~30號,37.25,其他,,,1090625,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630923,101.85,3,2,2,有,無,17200000,168876,,0,0,陽台外推;其他增建;,RPWOMLSLPHPFFCA96EA,89.6,0,12.25,無
內湖區,房地(土地+建物),內湖路二段241~270號,10.19,其他,,,1090707,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,102.62,2,2,2,有,有,20100000,195868,,0,0,,RPXOMLSLPHPFFCA07EA,63.56,0.3,4.59,有
內湖區,房地(土地+建物),陽光街161巷1~30號,25.42,其他,,,1090613,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720628,81.95,3,2,1,有,無,11600000,141550,,0,0,陽台外推;其他增建;,RPOPMLSLPHPFFCA88EA,73.31,0,8.64,無
中山區,房地(土地+建物),德惠街61~90號,16.99,其他,,,1090628,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730601,93.11,3,1,1,有,無,16100000,172914,,0,0,其他增建;,RPPPMLSLPHPFFCA98EA,70.6,0,12.96,有
中山區,房地(土地+建物),新生北路二段61~90號,2.81,其他,,,1090623,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861115,30.82,1,1,1,有,有,5180000,168073,,0,0,陽台外推;,RPQPMLSLPHPFFCA09EA,16.65,0,3.14,有
中山區,房地(土地+建物),南京東路二段91~120號,3.16,其他,,,1090608,土地3建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,48.34,1,0,1,有,有,12800000,264791,,0,0,,RPRPMLSLPHPFFCA56EA,27.37,1.36,3.47,有
內湖區,房地(土地+建物),成功路三段61~90號,25.21,其他,,,1090620,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720610,133.36,4,2,3,有,有,21000000,157469,,0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPXPMLSLPHPFFCA17EA,86.05,0,21.47,有
松山區,房地(土地+建物),光復南路22巷31~60號,44.66,其他,,,1090707,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810229,142.26,3,2,2,有,有,36500000,256572,,0,0,陽台外推;,RPWNMLSLPHPFFDA96EA,101.66,0,11.36,有
南港區,房地(土地+建物),富康街49巷1~30號,24.75,其他,,,1090628,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,75.26,2,2,1,有,無,13400000,178049,,0,0,其他增建;,RPWPMLRLPHPFFDA07EA,75.26,0,0,無
南港區,房地(土地+建物),南深路21巷1~30號,39.69,其他,,,1090625,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.71,3,2,1,有,無,9600000,108218,,0,0,陽台外推;其他增建;,RPSOMLSLPHPFFDA66EA,79.82,0,8.89,無
中山區,房地(土地+建物),南京東路二段91~120號,3.13,其他,,,1090702,土地3建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,49.33,1,1,1,有,有,13800000,279749,,0,0,,RPPNMLOLPHPFFCA28DA,27.06,1.29,3.49,有
內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄1~30號,6.98,其他,,,1090716,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,55.74,0,0,0,無,有,13160000,236096,塔式車位,9.35,0,,RPSVMLKLPHPFFCA98DA,22.18,2.78,4.42,有
中山區,房地(土地+建物),錦州街151~180號,5.53,其他,,,1090614,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690421,58.42,0,1,1,有,有,10080000,172544,,0,0,其他增建;,RPTUMLQKPHPFFCA86DA,49.08,0,0,有
內湖區,房地(土地+建物)+車位,金龍路211~240號,19.75,其他,,,1090526,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090113,156.35,3,2,2,有,有,26210000,208003,坡道平面,41.4,2300000,,RPQVMLRKPHPFFCA76DA,70.83,2.21,6.48,有
內湖區,房地(土地+建物),金龍路211~240號,16.71,其他,,,1090524,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090113,97.39,2,2,1,有,有,20710000,212650,,0,0,,RPOVMLRKPHPFFCA56DA,57.51,2.21,7.68,有
內湖區,房地(土地+建物)+車位,內湖路三段331~360號,84.46,其他,,,1090509,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050107,180.52,2,1,1,有,有,24100000,133503,坡道平面,33.15,0,,RPUPMLRLPHPFFCA66DA,76.35,10.85,7.95,有
內湖區,房地(土地+建物)+車位,安泰街125巷31~60號,18.9,其他,,,1090622,土地1建物1車位1,五層，電梯樓梯間,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851009,79.33,2,2,1,有,有,9500000,119753,升降機械,0,1200000,含土地增值稅或其他稅費;含仲介費;陽台外推;夾層;,RPRQMLRLPHPFFCA09DA,44.4,1.04,4.65,有
中山區,房地(土地+建物),林森北路271~300號,4.6,其他,,,1090620,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770905,43.86,1,1,1,有,有,7100000,161879,,0,0,陽台外推;,RPXTMLMLPHPFFCA86DA,29.37,0,0,有
內湖區,房地(土地+建物),東湖路113巷95弄61~90號,23.53,其他,,,1090630,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740215,87.63,3,2,1,有,無,10000000,114116,,0,0,含土地增值稅或其他稅費;含仲介費;陽台外推;,RPVNMLSLPHPFFCA66DA,67.91,0,7.67,無
中山區,房地(土地+建物),新生北路三段31~60號,3.49,其他,,,1090613,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700504,37.46,0,0,0,無,有,6900000,184196,,0,0,,RPWSMLTLPHPFFCA37DA,29.34,0,0,有
中山區,房地(土地+建物)+車位,基湖路120巷31~60號,106.91,其他,,,1090606,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950810,306.88,3,2,3,有,有,69500000,226473,坡道平面,0,0,,RPWNMLOKPHPFFCA88DA,159.27,1.52,15.05,有
內湖區,房地(土地+建物)+車位,成功路四段61巷31~60號,38.81,其他,,,1090612,土地1建物1車位3,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060905,324.93,3,2,2,有,有,55000000,219484,坡道平面,109.89,7800000,,RPSNMLLKPHPFFCA18DA,124.8,6.69,12.45,有
文山區,房地(土地+建物)+車位,福興路91~120號,26.79,其他,,,1090626,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850503,96.54,2,2,2,有,有,9050000,93744,坡道機械,0,0,陽台外推;其他增建;,RPWOMLOLPHPFFAA88DA,22.46,28.31,5.17,有
中正區,房地(土地+建物)+車位,水源路61~90號,32.02,其他,,,1090618,土地2建物2車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950731,323.08,5,2,3,有,有,55700000,172403,坡道平面,14.98,0,畸零地或有合併使用效益;,RPUPMLRLPHPFFAA09DA,165.7,3.25,27.96,有
文山區,房地(土地+建物)+車位,木柵路一段361~390號,37.64,其他,,,1090531,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950317,187.6,4,2,2,有,有,28700000,152985,坡道平面,35.11,0,陽台外推;其他增建;,RPVQMLRLPHPFFAA66DA,88.28,7.67,9.33,有
文山區,房地(土地+建物),興德路20巷1~30號,9.3,其他,,,1090707,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040611,33.91,1,1,1,有,有,7650000,225597,,0,0,,RPVOMLTLPHPFFAA66DA,18.98,0.74,2.92,有
文山區,房地(土地+建物),溪洲街1~30號,25.27,其他,,,1090622,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,68,2,2,1,有,無,13650000,200735,,0,0,土地交易總價13372312元   建物交易總價277688元其他增建;,RPOOMLKMPHPFFAA77DA,60.3,7.7,0,無
文山區,房地(土地+建物),試院路154巷2弄1~30號,27.45,其他,,,1090621,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750321,89,5,0,5,有,無,8680000,97528,,0,0,陽台外推;其他增建;,RPSNMLPLPHPFFAA48DA,76.47,0,7.65,無
文山區,房地(土地+建物),景興路181~210號,3.64,其他,,,1090705,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,850104,44.53,1,0,1,有,有,6100000,136956,,0,0,,RPQNMLRLPHPFFAA48DA,21.17,0.72,2.41,有
萬華區,房地(土地+建物),廣州街91~120號,17.2,其他,,,1090608,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610510,53.76,4,1,2,有,無,5500000,102307,,0,0,頂樓加蓋;,RPSNMLOLPHPFFBA48DA,53.76,0,0,無
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.08,其他,,,1090616,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,96.74,2,2,1,有,有,16300000,183815,坡道機械,12.96,900000,,RPQOMLTLPHPFFBA88DA,46.51,6.79,2.78,有
萬華區,房地(土地+建物),環河南路二段280巷1~30號,31.25,其他,,,1090713,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640904,92.3,3,2,1,有,無,9250000,100217,,0,0,,RPXOMLRLPHPFFBA76DA,74.02,0,18.28,無
萬華區,房地(土地+建物),青年路178巷1~30號,14.32,其他,,,1090606,土地1建物1車位0,四層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640523,37.87,0,1,1,有,有,4320000,114074,,0,0,其他增建;,RPRPMLTLOHPFFBA98DA,37.87,0,0,無
萬華區,建物,成都路61~90號,0,,,,1090623,土地0建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840112,27.05,1,0,1,有,有,3350000,123845,,0,0,其他增建;,RPPNMLKMPHPFFBA87DA,15.86,0,2.9,有
中山區,房地(土地+建物),民權東路三段61~90號,21.46,其他,,,1090602,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,210.13,2,2,2,有,有,42600000,202732,,0,0,陽台外推;,RPPNMLNKPHPFFCA08DA,155.1,0,21.09,有
中山區,房地(土地+建物),南京東路三段89巷27弄1~30號,17.58,其他,,,1090611,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061002,88.49,0,0,0,無,有,24500000,276867,,0,0,,RPVOMLOKPHPFFCA88DA,49.65,6.37,3.78,有
內湖區,房地(土地+建物),內湖路二段103巷91~120號,9.76,其他,,,1090711,土地2建物1車位0,七層，八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720331,127.92,4,2,2,有,有,19300000,150876,,0,0,陽台外推;,RPPSMLSLPHPFFCA56DA,102.54,0,8.19,有
內湖區,房地(土地+建物)+車位,內湖路三段331~360號,79.32,其他,,,1090618,土地1建物1車位2,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050107,188.16,3,2,2,有,有,23480000,157394,坡道平面,66.3,4300000,,RPPNMLSLPHPFFCA68DA,73.36,6.09,8.32,有
中山區,房地(土地+建物)+車位,民生東路一段70巷1~30號,10.24,其他,,,1090629,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960919,68.8,2,1,1,有,有,12660000,184012,升降平面,11.64,0,其他增建;,RPVPMLTLPHPFFCA96DA,25.93,10.98,0.87,有
中山區,房地(土地+建物)+車位,民權東路一段1~30號,20.73,其他,,,1090612,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1040623,284.23,2,2,2,有,有,54880000,193083,坡道平面,47.52,0,,RPORMLTLPHPFFCA09DA,128.4,4.36,25.3,有
內湖區,房地(土地+建物),康樂街136巷29弄31~60號,27.93,其他,,,1090701,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740919,102.62,3,2,1,有,無,12360000,120444,,0,0,含土地增值稅或其他稅費;含仲介費;陽台外推;,RPQRMLRLPHPFFCA09DA,82.13,0,7.96,無
中山區,房地(土地+建物),復興北路421~450號,7.14,其他,,,1090708,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971015,40.86,1,1,1,有,有,10380000,254038,,0,0,夾層;其他增建;,RPOPMLRLPHPFFCA68DA,24.01,1.47,1.73,有
中山區,房地(土地+建物),新生北路一段31~60號,9.4,其他,,,1090704,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680515,60.92,2,1,1,有,有,11400000,187131,,0,0,陽台外推;其他增建;,RPRSMLOLPHPFFCA98DA,42.19,0,13.75,有
內湖區,房地(土地+建物)+車位,內湖路一段1~30號,28.42,其他,,,1090707,土地2建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071109,251.03,3,2,2,有,有,69180000,344211,坡道平面,67.48,6000000,含裝潢費;含傢俱設備費;,RPPTMLQKPHPFFCA98DA,106.24,4.73,11.91,有
內湖區,房地(土地+建物),東湖路113巷95弄61~90號,34.24,其他,,,1090621,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750203,122.51,3,2,2,有,有,15180000,123908,,0,0,含土地增值稅或其他稅費;含仲介費;其他增建;,RPTOMLOLPHPFFCA78DA,99.18,0.54,6.96,無
信義區,房地(土地+建物),信義路五段150巷451~480號,10.79,其他,,,1090716,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830715,39.76,1,0,1,有,有,7600000,191147,,0,0,含裝潢費;含傢俱設備費;親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPUOMLTLPHPFFDA96EA,23.58,0.75,4.28,有
信義區,房地(土地+建物),虎林街256巷1~30號,28.25,其他,,,1090604,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621204,72.76,2,2,1,有,無,9900000,136064,,0,0,,RPROMLSLPHPFFDA56EA,62.64,0,10.12,無
信義區,房地(土地+建物),松山路482巷1~30號,8.06,其他,,,1090630,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740723,71.38,2,1,1,有,有,15000000,210143,,0,0,,RPXNMLKMPHPFFDA98EA,52.31,0,7.45,有
信義區,房地(土地+建物),松山路482巷1~30號,8.06,其他,,,1090630,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740723,71.38,2,1,1,有,有,15000000,210143,,0,0,,RPOOMLKMPHPFFDA18EA,52.31,0,7.45,有
松山區,房地(土地+建物),南京東路五段123巷6弄1~30號,63.75,其他,,,1090704,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,551006,164.96,3,2,2,有,無,30000000,181862,,0,0,,RPSPMLKMPHPFFDA68EA,148,0,16.96,無
南港區,房地(土地+建物)+車位,南港路二段121~150號,22.72,其他,,,1090618,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831221,131.29,2,2,1,有,有,19750000,215329,坡道平面,51.19,2500000,其他增建;,RPWOMLMLPHPFFDA09EA,106.94,0.67,7.3,有
信義區,房地(土地+建物),信義路五段121~150號,6.89,其他,,,1090704,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,951229,43.28,1,1,1,有,有,10380000,239834,,0,0,,RPVNMLNLPHPFFDA98EA,24.16,1.47,2.97,有
內湖區,房地(土地+建物),民權東路六段296巷61~90號,12.16,其他,,,1090614,土地1建物1車位0,三層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850514,48.94,1,2,1,有,有,11500000,234982,,0,0,其他增建;,RPSPMLSLPHPFFCA66EA,35.49,3.2,3.87,有
內湖區,房地(土地+建物),陽光街161巷1~30號,21.17,其他,,,1090613,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,41.07,1,1,1,有,有,8700000,211833,,0,0,,RPQRMLTLPHPFFCA76EA,22.23,2.88,0,有
內湖區,房地(土地+建物),陽光街161巷1~30號,30.44,其他,,,1090618,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,59.12,1,1,1,有,有,12900000,218200,,0,0,,RPRRMLTLPHPFFCA86EA,31.28,0,4.86,有
內湖區,房地(土地+建物),陽光街161巷1~30號,25.66,其他,,,1090516,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,49.85,1,1,1,有,有,11100000,222668,,0,0,,RPSRMLTLPHPFFCA96EA,30.48,0,0,有
內湖區,房地(土地+建物),陽光街161巷1~30號,26.42,其他,,,1090419,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,51.28,1,1,1,有,有,11680000,227769,,0,0,,RPTRMLTLPHPFFCA07EA,27.15,0,4.2,有
中山區,房地(土地+建物),錦州街30巷1~30號,3.88,其他,,,1090707,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860204,32.27,0,0,1,有,有,6600000,204524,,0,0,,RPTPMLTLPHPFFCA86EA,17.95,0,3.09,有
中山區,房地(土地+建物),林森北路271~300號,9.09,其他,,,1090621,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660121,120.31,0,0,0,無,有,15840000,131660,,0,0,,RPWPMLTLPHPFFCA17EA,93.56,0,8.64,有
內湖區,房地(土地+建物),南京東路六段121~150號,48.51,其他,,,1090612,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860526,130.11,3,1,2,有,有,7130000,54800,,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRQMLTLPHPFFCA76EA,74.88,0,8.44,有
信義區,房地(土地+建物),吳興街600巷76弄91~120號,17.32,其他,,,1090629,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811222,78.85,2,1,1,有,有,12580000,159543,,0,0,,RPSNMLNLPHPFFDA68EA,63.4,0.92,8.48,有
信義區,房地(土地+建物),和平東路三段463巷1~30號,19.6,其他,,,1090424,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680424,75.52,3,2,2,有,無,14500000,192002,,0,0,,RPROMLMLPHPFFDA58EA,61.93,0,13.59,無
中正區,房地(土地+建物),金門街31~60號,9.54,其他,,,1090705,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700917,37.73,1,1,1,有,無,7300000,193480,,0,0,,RPPPMLLLRHPFFAA28EA,22.02,0,10.06,無
文山區,房地(土地+建物),景後街181~210號,37.78,其他,,,1090423,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750331,139.5,6,4,3,有,無,12600000,90323,,0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPPNMLKMPHPFFAA87EA,106.64,0,12.16,無
大同區,房地(土地+建物)+車位,承德路三段241~270號,19.64,其他,,,1090716,土地2建物1車位2,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010918,214.49,3,2,2,有,有,37500000,174833,坡道平面,59.75,0,,RPOPMLSLPHPFFBA78EA,81.89,4.85,14.97,有
大同區,房地(土地+建物)+車位,涼州街1~30號,22.32,其他,,,1090619,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000318,209.75,3,2,2,有,有,41200000,196424,坡道機械,13.36,0,,RPUOMLOLPHPFFBA88EA,108.34,4.21,12.12,有
中正區,房地(土地+建物),林森南路1~30號,14.82,其他,,,1090623,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650930,88.98,0,0,0,無,有,18000000,202293,,0,0,,RPWPMLSLPHPFFBA96EA,69.87,0,6.03,有
