district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Daan District,Land+Building,36.7,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,139.46,6,3,1,0,No carpark,0.0,0,111.66,0.0,13.04,0,34150000,244873,73.0
Daan District,Land+Building,16.55,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,93.88,3,2,1,1,No carpark,0.0,0,62.0,0.0,16.49,1,20000000,213038,
Daan District,Land+Building,33.04,109,1,2,0,4.0,Apartment_5storey,Strengthened Brickwork,,68.26,4,2,1,1,No carpark,0.0,0,68.26,0.0,0.0,0,17900000,262233,
Shilin District,Land+Building+Garage,14.24,109,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,109.87,1,1,1,1,Ramp Machinery,18.71,0,47.18,5.02,8.27,1,20000000,182033,106.0
Shilin District,Land+Building,35.2,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,146.4,3,2,1,0,No carpark,0.0,0,111.3,15.21,11.89,0,21680000,148087,73.0
Beitou District,Land+Building,7.68,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,65.0,34.13,1,1,1,1,No carpark,0.0,0,30.57,0.0,0.0,1,4300000,125989,65.0
Shilin District,Land+Building,857.47,109,1,2,0,2.0,House,Reinforced Concrete,62.0,315.91,10,4,1,0,No carpark,0.0,0,315.91,0.0,0.0,0,130000000,411510,62.0
Beitou District,Land+Building,68.89,109,1,3,0,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,91.0,330.79,4,2,1,1,No carpark,0.0,0,174.4,3.87,15.24,1,48800000,147526,91.0
Beitou District,Land+Building+Garage,27.65,109,1,1,1,8.0,Apartment_5storey,Reinforced Concrete,82.0,71.76,1,1,1,0,Lifting Plane,0.0,0,35.21,3.78,3.15,0,6500000,90580,82.0
Shilin District,Land+Building+Garage,146.02,109,1,1,2,5.0,Apartment_5to10storey,Reinforced Concrete,95.0,379.22,4,3,1,1,Ramp Plane,78.15,8000000,175.18,8.85,18.86,1,97770000,298170,95.0
Shilin District,Land+Building,14.27,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,65.0,85.75,2,2,1,1,No carpark,0.0,0,82.0,0.0,0.0,1,16000000,186589,65.0
Shilin District,Land+Building,32.35,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,115.1,3,2,1,0,No carpark,0.0,0,98.11,0.0,9.6,0,16600000,144222,69.0
Beitou District,Land+Building+Garage,67.2,109,1,1,1,5.0,Apartment_5storey,Reinforced Concrete,79.0,251.21,5,2,1,0,Ramp Plane,42.52,2000000,214.72,1.14,25.94,0,17230000,72983,79.0
Daan District,Land+Building,16.47,109,1,2,0,5.0,Apartment_5to10storey,Reinforced Concrete,85.0,106.37,3,2,1,1,No carpark,0.0,0,73.99,2.0,9.78,1,28000000,263232,85.0
Neihu District,Land+Building,26.57,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,68.0,93.38,3,1,1,0,No carpark,0.0,0,88.16,0.0,5.22,0,14150000,151531,68.0
Zhongshan District,Land+Building,32.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,81.1,3,1,1,0,No carpark,0.0,0,81.1,0.0,0.0,0,16000000,197287,58.0
Neihu District,Land+Building+Garage,11.08,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,124.69,2,1,1,1,Ramp Plane,41.43,2000000,43.05,4.63,4.1,1,17300000,183762,99.0
Neihu District,Land+Building,31.2,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,102.94,3,2,1,0,No carpark,0.0,0,88.37,0.0,14.57,0,12880000,125121,69.0
Neihu District,Land+Building,25.23,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,92.1,3,2,1,0,No carpark,0.0,0,78.0,0.0,14.1,0,11700000,127036,72.0
Neihu District,Land+Building+Garage,17.53,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,137.74,2,2,1,1,Ramp Plane,37.25,0,57.55,6.94,3.36,1,23250000,168796,105.0
Neihu District,Land+Building+Garage,60.43,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,79.0,261.52,4,2,1,0,Ramp Plane,0.0,0,220.44,0.47,19.06,1,32660000,124881,79.0
Neihu District,Land+Building+Garage,63.48,109,1,1,2,7.0,Apartment_5to10storey,Reinforced Concrete,90.0,298.86,4,2,1,1,Ramp Plane,0.0,0,163.46,0.0,13.93,1,44230000,147996,90.0
Zhongshan District,Building,0.0,109,1,0,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,66.0,37.34,1,1,1,1,No carpark,0.0,0,37.34,0.0,0.0,1,2800000,74987,66.0
Zhongshan District,Land+Building+Garage,35.0,109,1,3,2,20.0,Apartment_11storeyorgreater,Other,103.0,459.97,0,0,0,1,Ramp Plane,71.26,3000000,225.24,8.54,30.16,1,95380000,237658,103.0
Zhongshan District,Land+Building,6.04,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,68.0,36.07,1,1,1,1,No carpark,0.0,0,25.69,0.0,3.88,1,5000000,138619,68.0
Xinyi District,Land+Building,31.12,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,80.0,176.87,4,4,1,0,No carpark,0.0,0,141.73,5.47,16.9,1,36000000,203539,80.0
Nangang District,Land+Building+Garage,84.93,109,1,1,2,23.0,Apartment_11storeyorgreater,Other,103.0,363.74,3,2,1,1,Ramp Plane,94.32,0,153.89,10.4,15.44,1,66980000,184143,103.0
Xinyi District,Land+Building,34.66,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,94.06,3,1,1,0,No carpark,0.0,0,83.3,0.0,10.76,0,10600000,112694,
Songshan District,Land+Building,5.74,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,70.0,62.2,2,1,1,1,No carpark,0.0,0,43.6,0.0,5.9,1,10730000,172508,70.0
Songshan District,Land+Building,4.86,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,45.83,1,1,1,1,No carpark,0.0,0,34.22,0.0,2.41,1,9550000,208379,78.0
Daan District,Land+Building,21.23,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,,105.45,4,1,1,0,No carpark,0.0,0,105.45,0.0,0.0,1,28500000,270270,
Daan District,Land+Building,39.0,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,148.01,3,2,1,0,No carpark,0.0,0,123.19,2.89,10.27,0,29500000,199311,74.0
Daan District,Land+Building,30.65,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,80.0,166.8,4,3,1,0,No carpark,0.0,0,69.96,89.07,0.0,0,26250000,157374,80.0
Daan District,Land+Building,19.94,109,1,1,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,103.21,3,1,1,1,No carpark,0.0,0,75.58,1.26,7.07,1,22800000,220909,74.0
Daan District,Land+Building,45.82,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,189.78,0,0,0,1,No carpark,0.0,0,121.97,60.37,0.0,1,63500000,334598,73.0
Daan District,Land+Building,12.79,109,1,3,0,26.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,190.69,4,2,1,1,No carpark,0.0,0,158.67,0.0,23.65,1,43000000,225497,72.0
Beitou District,Land+Building,10.96,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,42.94,1,1,1,1,No carpark,0.0,0,29.61,0.0,3.59,1,4520000,105263,73.0
Beitou District,Land+Building,35.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,99.95,3,1,1,0,No carpark,0.0,0,99.95,0.0,0.0,0,12380000,123862,64.0
Shilin District,Land+Building,27.49,109,1,5,0,5.0,Apartment_5storey,Precast Reinforced Concrete,68.0,101.84,3,2,1,0,No carpark,0.0,0,88.76,0.0,13.08,0,15900000,156127,68.0
Beitou District,Land+Building,36.6,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,82.0,118.05,3,2,1,0,No carpark,0.0,0,82.25,0.45,9.68,1,21000000,177891,82.0
Shilin District,Land+Building,13.57,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,52.82,0,1,1,1,No carpark,0.0,0,27.84,2.1,2.68,1,12940000,244983,109.0
Wenshan District,Land+Building,27.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,77.4,2,1,1,0,No carpark,0.0,0,66.26,0.0,11.14,0,10000000,129199,
Wenshan District,Land+Building,23.06,109,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,83.0,91.49,2,1,1,1,No carpark,0.0,0,59.18,1.47,7.9,1,15000000,163952,83.0
Zhongshan District,Land+Building,22.63,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,122.37,3,2,1,0,No carpark,0.0,0,101.51,0.0,14.32,1,19556393,159814,72.0
Zhongshan District,Land+Building+Garage,7.21,109,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,87.51,2,1,1,1,Lifting Plane,17.62,2400000,38.03,2.96,3.12,1,23800000,306195,108.0
Neihu District,Land+Building+Garage,29.73,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,79.0,133.08,3,2,1,1,Ramp Machinery,0.0,0,96.37,0.0,11.1,1,20000000,150286,79.0
Neihu District,Land+Building,28.45,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,109.11,3,2,1,1,No carpark,0.0,0,61.27,29.38,4.44,0,14700000,134726,77.0
Songshan District,Land+Building,9.05,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,80.0,55.02,1,1,1,0,No carpark,0.0,0,38.62,1.27,4.33,1,13500000,245365,80.0
Songshan District,Land+Building,9.75,109,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,115.62,3,1,1,1,No carpark,0.0,0,84.66,0.0,10.99,1,22500000,194603,72.0
Nangang District,Land+Building+Garage,57.95,109,1,1,2,21.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,379.76,5,2,1,1,Ramp Plane,90.34,5000000,179.74,10.63,12.92,1,84000000,272960,103.0
Beitou District,Land+Building,11.76,109,1,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,85.0,34.66,1,1,1,1,No carpark,0.0,0,23.16,0.0,3.22,1,6800000,196192,85.0
Zhongshan District,Land+Building+Garage,19.72,109,1,1,2,18.0,Apartment_11storeyorgreater,Other,108.0,290.55,0,0,0,1,Ramp Plane,59.54,8100000,131.03,10.77,14.2,1,87100000,341977,108.0
Neihu District,Land+Building+Garage,69.36,109,1,1,4,11.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,531.66,3,3,1,1,Ramp Plane,104.89,5550000,251.49,4.14,61.56,1,73000000,158048,104.0
Neihu District,Land+Building+Garage,44.58,109,1,1,3,11.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,350.95,2,2,1,1,Ramp Plane,77.8,4000000,189.29,11.04,8.07,1,48280000,162115,104.0
Zhongshan District,Land+Building,14.73,109,2,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,83.0,62.35,2,2,1,1,No carpark,0.0,0,39.42,0.0,3.14,1,9000000,144346,83.0
Datong District,Land+Building,3.65,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,37.9,1,1,1,1,No carpark,0.0,0,22.15,1.09,2.19,1,8160000,215303,98.0
Datong District,Land+Building+Garage,18.05,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,89.27,2,1,1,1,Ramp Machinery,0.0,0,38.49,3.56,3.18,1,12000000,134424,105.0
Wanhua District,Land+Building,3.62,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,16.93,3,2,1,1,No carpark,0.0,0,10.58,0.0,1.16,1,2550000,150620,93.0
ZhongZheng District,Land+Building,8.38,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,112.31,3,2,1,1,No carpark,0.0,0,64.1,7.03,1.85,1,32270000,287330,107.0
ZhongZheng District,Land+Building,3.27,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,41.33,0,0,0,1,No carpark,0.0,0,23.79,0.0,2.04,1,11880000,287443,107.0
Wanhua District,Land+Building,25.6,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,63.0,99.96,3,1,1,0,No carpark,0.0,0,99.96,0.0,0.0,0,4200000,42017,63.0
ZhongZheng District,Land+Building,24.0,109,2,2,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,134.46,2,2,1,1,No carpark,0.0,0,64.43,10.23,6.12,1,34600000,257326,106.0
Wenshan District,Land+Building,20.05,109,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,41.03,1,1,1,1,No carpark,0.0,0,26.2,0.0,5.25,1,4800000,116988,85.0
Wenshan District,Land+Building,4.73,109,1,1,0,21.0,Apartment_11storeyorgreater,Other,85.0,57.83,1,1,1,1,No carpark,0.0,0,27.78,1.02,2.44,1,7660000,132457,85.0
Wenshan District,Land+Building,35.02,109,1,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,103.0,125.84,2,2,1,0,No carpark,0.0,0,69.58,4.89,7.79,1,21000000,166879,103.0
Wenshan District,Land+Building,33.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,92.67,3,1,1,0,No carpark,0.0,0,92.67,0.0,0.0,0,13200000,142441,
Wenshan District,Land+Building+Garage,85.46,109,1,4,1,19.0,Apartment_11storeyorgreater,Reinforced Concrete,86.0,173.03,4,2,1,1,Ramp Machinery,0.0,0,104.6,1.14,15.16,1,21500000,124256,86.0
Wenshan District,Land+Building,21.47,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,81.63,3,1,1,0,No carpark,0.0,0,63.99,0.0,13.13,0,9380000,114909,68.0
Wenshan District,Land+Building+Garage,35.61,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,180.18,3,2,1,1,Ramp Plane,0.0,0,96.26,0.0,11.11,1,21747338,120698,99.0
Wenshan District,Land+Building+Garage,35.61,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,180.18,3,2,1,1,Ramp Plane,0.0,0,96.26,0.0,11.11,1,20057644,111320,99.0
Wenshan District,Land+Building+Garage,22.81,109,1,2,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,132.34,1,1,1,1,Ramp Machinery,43.42,0,54.27,2.35,3.69,1,18200000,137525,97.0
Wenshan District,Land+Building+Garage,39.77,109,1,1,1,3.0,Apartment_5storey,Reinforced Concrete,88.0,116.55,2,1,1,1,Ramp Plane,0.0,0,46.03,19.45,4.68,0,9980000,85628,88.0
Wenshan District,Land+Building+Garage,69.4,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,97.0,149.78,2,2,1,1,Ramp Machinery,14.83,0,81.53,2.59,10.28,1,16400000,109494,97.0
Wanhua District,Land+Building+Garage,23.08,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,109.0,98.97,2,1,1,0,other,10.57,0,51.91,1.11,4.57,1,16800000,169748,109.0
Datong District,Land+Building,16.21,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,106.0,73.62,1,1,1,0,No carpark,0.0,0,33.09,2.37,7.76,1,13780000,187177,106.0
Wanhua District,Land+Building+Garage,14.98,109,1,2,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,198.9,3,2,1,1,Ramp Plane,43.22,2000000,84.45,5.62,13.02,1,32000000,192703,108.0
Zhongshan District,Land+Building,7.09,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,54.41,1,1,1,1,No carpark,0.0,0,44.76,1.95,4.51,1,8500000,156221,77.0
Zhongshan District,Land+Building,4.45,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,69.0,36.16,1,1,1,1,No carpark,0.0,0,26.8,0.0,1.36,1,6550000,181139,69.0
Xinyi District,Land+Building,26.25,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,70.15,2,1,1,0,No carpark,0.0,0,70.15,0.0,0.0,0,14930000,212830,
Xinyi District,Land+Building,6.24,109,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,67.11,1,1,1,1,No carpark,0.0,0,58.24,0.0,1.56,1,16280000,242587,77.0
Xinyi District,Land+Building,31.03,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,85.55,3,2,1,0,No carpark,0.0,0,83.29,0.0,2.26,0,13800000,161309,
Zhongshan District,Land+Building,23.42,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,96.07,3,2,1,0,No carpark,0.0,0,85.91,0.0,10.16,0,14100000,146768,71.0
Neihu District,Land+Building+Garage,33.64,109,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,226.18,3,2,1,1,Ramp Plane,29.98,5000000,80.88,2.39,9.2,1,33700000,146279,97.0
Zhongshan District,Land+Building,41.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,122.72,3,2,1,0,No carpark,0.0,0,113.72,0.0,9.0,0,25800000,210235,62.0
Wenshan District,Land+Building+Garage,33.2,109,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,94.0,170.98,3,2,1,1,Ramp Plane,0.0,2000000,89.58,4.0,9.77,1,25000000,146216,94.0
Datong District,Land+Building,28.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,94.26,3,1,1,0,No carpark,0.0,0,94.26,0.0,0.0,0,6000000,63654,
Datong District,Land+Building,8.41,109,1,3,0,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,88.85,2,1,1,1,No carpark,0.0,0,52.47,0.0,9.78,1,21100000,237479,108.0
Datong District,Land+Building+Garage,13.23,109,1,3,1,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,159.46,3,2,1,1,Ramp Machinery,19.67,1600000,86.77,0.0,11.23,1,35000000,238930,108.0
Datong District,Land+Building+Garage,8.53,109,1,3,1,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,109.79,2,1,1,1,Ramp Machinery,19.67,1450000,58.66,0.0,4.48,1,22840000,237350,108.0
Datong District,Land+Building+Garage,8.53,109,1,3,1,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,109.79,2,1,1,1,Ramp Machinery,19.67,1450000,58.66,0.0,4.48,1,22980000,238904,108.0
Datong District,Land+Building,8.53,109,1,3,0,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,90.12,2,1,1,1,No carpark,0.0,0,58.66,0.0,4.48,1,21680000,240568,108.0
Wanhua District,Land+Building,12.42,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,64.0,31.18,1,1,1,0,No carpark,0.0,0,31.18,0.0,0.0,0,4850000,155548,64.0
Datong District,Land+Building,4.33,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,42.3,1,1,1,1,No carpark,0.0,0,19.29,7.33,0.0,1,8500000,200898,99.0
Beitou District,Land+Building+Garage,30.51,109,1,1,1,18.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,247.38,4,2,1,1,Ramp Plane,38.17,2800000,115.23,9.81,11.3,1,42200000,188328,108.0
Beitou District,Land+Building,17.73,109,1,4,0,10.0,Apartment_5to10storey,Reinforced Concrete,84.0,36.57,1,1,1,1,No carpark,0.0,0,21.95,1.05,3.22,1,3800000,103910,84.0
Shilin District,Land+Building+Garage,13.63,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,72.31,0,1,1,1,Lifting Plane,19.49,1500000,27.84,2.1,2.68,1,14460000,245362,109.0
Shilin District,Land+Building,13.57,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,52.82,0,1,1,1,No carpark,0.0,0,27.84,2.1,2.68,1,13500000,255585,109.0
Shilin District,Land+Building,18.02,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,71.55,0,1,1,1,No carpark,0.0,0,35.64,4.0,5.0,1,18500000,258560,109.0
Shilin District,Land+Building+Garage,15.56,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,80.48,1,1,1,1,Lifting Plane,19.49,1500000,31.53,2.88,3.43,1,17050000,254960,109.0
Beitou District,Land+Building,31.54,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,96.84,3,1,1,0,No carpark,0.0,0,89.99,4.58,2.27,0,13000000,134242,70.0
Shilin District,Land+Building,10.34,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,81.0,42.86,3,2,1,1,No carpark,0.0,0,37.44,0.0,3.68,1,8000000,186654,81.0
Beitou District,Land+Building,49.21,109,1,1,0,19.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,297.4,3,2,1,1,No carpark,0.0,0,168.84,4.19,22.12,1,43500000,146268,105.0
Shilin District,Land+Building,29.5,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,68.0,125.34,3,2,1,1,No carpark,0.0,0,91.6,0.0,14.27,1,18200000,145205,68.0
Shilin District,Land+Building+Garage,20.95,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,108.0,147.1,3,1,1,1,Ramp Plane,42.23,2800000,60.64,4.74,3.92,1,29080000,250596,108.0
Shilin District,Land+Building,50.69,109,1,3,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,303.78,4,3,1,1,No carpark,0.0,0,193.09,1.45,25.88,1,69500000,228784,85.0
Daan District,Land+Building,3.3,109,1,8,0,26.0,Apartment_11storeyorgreater,Reinforced Concrete,79.0,48.06,0,0,0,1,No carpark,0.0,0,31.55,0.36,7.99,1,13550000,281939,79.0
Daan District,Land+Building+Garage,10.77,109,1,2,1,9.0,Apartment_5to10storey,Reinforced Concrete,97.0,90.41,1,1,1,1,Ramp Plane,34.41,0,29.79,1.04,4.95,1,20500000,226745,97.0
Daan District,Land+Building,28.6,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,136.36,3,1,1,1,No carpark,0.0,0,126.7,0.0,0.0,1,34500000,253007,
Songshan District,Land+Building,31.03,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,100.78,3,1,1,0,No carpark,0.0,0,100.78,0.0,0.0,0,22400000,222266,
Xinyi District,Land+Building,33.74,109,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,130.87,4,2,1,0,No carpark,0.0,0,105.15,0.0,13.32,0,22000000,168106,74.0
Neihu District,Land+Building+Garage,6.3,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,108.0,50.73,1,1,1,1,Tower,0.0,0,19.21,2.48,4.56,1,11560000,227873,108.0
Zhongshan District,Land+Building,30.41,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,113.89,3,2,1,0,No carpark,0.0,0,91.93,0.72,11.22,0,14850000,130389,76.0
Neihu District,Land+Building,26.27,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,75.0,81.82,3,2,1,0,No carpark,0.0,0,70.96,0.0,10.86,0,12700000,155219,75.0
Neihu District,Land+Building,34.58,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,104.34,3,1,1,1,No carpark,0.0,0,70.31,0.0,7.13,1,17200000,164846,73.0
Neihu District,Land+Building,33.03,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,67.0,83.28,2,2,1,0,No carpark,0.0,0,73.87,0.0,9.41,0,11500000,138088,67.0
Neihu District,Land+Building+Garage,17.36,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,97.0,76.21,3,1,1,1,Tower,6.76,0,37.41,8.35,3.85,1,14350000,188295,97.0
Zhongshan District,Land+Building+Garage,17.14,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,107.0,78.94,1,1,1,1,Lifting Plane,0.0,1800000,28.9,2.84,10.41,1,16000000,202686,107.0
Neihu District,Land+Building,34.32,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,70.0,93.15,3,1,1,0,No carpark,0.0,0,80.9,0.0,12.25,0,13000000,139560,70.0
Daan District,Land+Building+Garage,32.9,109,1,2,2,23.0,Apartment_11storeyorgreater,Other,105.0,321.68,4,3,1,1,Ramp Plane,0.0,0,163.0,10.69,14.48,1,96458000,299857,105.0
Daan District,Land+Building,35.69,109,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,240.27,4,3,1,0,No carpark,0.0,0,119.42,100.94,19.91,0,57580000,239647,70.0
Daan District,Land+Building,32.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,92.64,3,1,1,0,No carpark,0.0,0,92.64,0.0,0.0,0,22300000,240717,
Beitou District,Land+Building,23.5,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,82.13,3,1,1,0,No carpark,0.0,0,71.11,0.0,11.02,0,6300000,76708,72.0
Shilin District,Land+Building,20.77,109,1,3,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,103.68,3,2,1,1,No carpark,0.0,0,68.93,0.0,9.01,1,12370000,119309,72.0
Beitou District,Land+Building,13.65,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,98.92,3,2,1,1,No carpark,0.0,0,81.6,0.0,7.97,0,13500000,136474,73.0
Shilin District,Land+Building,18.75,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,65.57,2,1,1,0,No carpark,0.0,0,65.57,0.0,0.0,0,7200000,109806,62.0
Beitou District,Land+Building,34.93,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,118.51,4,2,1,1,No carpark,0.0,0,105.26,0.0,13.25,0,4400000,37128,69.0
Beitou District,Land+Building,46.0,109,1,1,0,3.0,Apartment_5storey,Strengthened Brickwork,61.0,90.5,0,0,0,0,No carpark,0.0,0,90.5,0.0,0.0,0,13000000,143646,61.0
Beitou District,Land+Building,32.23,109,1,9,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,111.3,3,2,1,0,No carpark,0.0,0,96.5,0.0,14.8,0,9700000,87152,69.0
