district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Zhongshan District,Land+Building,2.71,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,71.0,32.39,0,0,0,1,No carpark,0.0,0,17.29,2.5,0.0,1,4700000,145107,71.0
Neihu District,Land+Building,10.64,109,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,115.66,3,2,1,1,No carpark,0.0,0,101.32,0.0,7.72,1,22230000,192201,78.0
Neihu District,Land+Building+Garage,13.68,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,111.33,3,2,1,1,Lifting Plane,7.62,0,52.88,1.71,5.51,1,18280000,164197,96.0
Zhongshan District,Land+Building+Garage,4.65,109,1,3,1,18.0,Apartment_11storeyorgreater,Other,99.0,104.83,0,0,0,1,Lifting Machinery,0.0,0,38.96,1.08,4.21,1,20000000,190785,99.0
Neihu District,Land+Building+Garage,3.44,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,61.31,1,1,1,1,Tower,19.74,0,25.11,0.74,0.0,1,8800000,143533,98.0
Neihu District,Land+Building,24.81,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,116.06,7,6,1,0,No carpark,0.0,0,99.0,0.0,7.52,0,15500000,133552,72.0
Neihu District,Land+Building+Garage,29.11,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,179.85,3,2,1,1,Ramp Plane,0.0,0,75.38,2.53,10.86,1,35980000,200056,94.0
Zhongshan District,Land+Building,2.71,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,71.0,29.55,1,1,1,1,No carpark,0.0,0,21.79,0.0,3.58,1,4300000,145516,71.0
Daan District,Land+Building+Garage,20.29,109,1,4,1,24.0,Apartment_11storeyorgreater,Other,108.0,177.0,2,2,1,1,Ramp Plane,45.42,3100000,83.38,0.0,6.26,1,53800000,385288,108.0
Daan District,Land+Building,33.37,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,76.54,3,1,1,0,No carpark,0.0,0,65.09,11.45,0.0,0,22880000,298929,
Daan District,Land+Building,24.08,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,,183.02,6,4,1,1,No carpark,0.0,0,140.83,0.0,23.91,1,45000000,245875,
Daan District,Land+Building,26.66,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,83.27,5,2,1,1,No carpark,0.0,0,83.27,0.0,0.0,1,16550000,198751,
Daan District,Land+Building,21.13,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,75.0,108.05,3,2,1,0,No carpark,0.0,0,74.74,0.55,10.59,1,26980000,249699,75.0
Beitou District,Land+Building,15.21,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,82.19,2,1,1,1,No carpark,0.0,0,64.72,1.09,6.41,1,15800000,192237,73.0
Beitou District,Land+Building,28.1,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,99.74,3,2,1,0,No carpark,0.0,0,84.97,0.0,14.77,0,9000000,90235,71.0
Beitou District,Land+Building,7.29,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,28.88,1,1,1,1,No carpark,0.0,0,17.04,1.09,1.25,1,4000000,138504,98.0
Beitou District,Land+Building+Garage,41.64,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,82.0,107.82,3,2,1,1,Lifting Plane,0.0,0,49.18,24.81,4.21,1,9380000,86997,82.0
Shilin District,Land+Building,6.02,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,83.0,22.28,0,0,0,1,No carpark,0.0,0,12.04,0.5,1.84,1,4600000,206463,83.0
Shilin District,Land+Building,35.9,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,103.18,3,2,1,0,No carpark,0.0,0,91.65,11.53,0.0,0,25300000,245203,68.0
Beitou District,Land+Building,36.66,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,116.81,3,2,1,0,No carpark,0.0,0,91.06,11.99,13.76,0,8380000,71740,70.0
Beitou District,Land+Building,36.66,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,134.24,3,2,1,0,No carpark,0.0,0,118.23,16.01,0.0,0,14600000,108760,70.0
Beitou District,Land+Building,34.55,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,116.13,3,2,1,0,No carpark,0.0,0,101.99,0.0,14.14,0,18000000,154999,69.0
Daan District,Land+Building,42.78,109,1,3,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,,208.57,6,2,1,1,No carpark,0.0,0,208.57,0.0,0.0,1,55500000,266098,
Daan District,Land+Building,5.27,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,51.97,2,1,1,1,No carpark,0.0,0,41.76,0.0,0.0,1,15000000,288628,72.0
Daan District,Land+Building,24.93,109,1,1,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,127.33,3,2,1,1,No carpark,0.0,0,95.57,1.8,9.07,1,28700000,225399,74.0
Daan District,Land+Building+Garage,38.32,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,99.0,185.84,3,2,1,1,Lifting Plane,15.49,0,87.2,8.65,10.81,1,49000000,263668,99.0
Zhongshan District,Land+Building,4.23,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,32.57,1,1,1,1,No carpark,0.0,0,17.13,0.86,3.54,1,9000000,276328,99.0
Neihu District,Land+Building+Garage,66.15,109,1,1,3,12.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,351.09,4,3,1,1,Ramp Plane,120.72,6300000,138.1,5.87,13.83,1,52300000,199679,104.0
Neihu District,Land+Building+Garage,22.14,109,1,1,1,5.0,Apartment_5storey,Reinforced Concrete,73.0,81.96,3,1,1,0,Ramp Plane,0.0,0,67.96,0.0,5.24,0,9600000,117130,73.0
Zhongshan District,Land+Building,24.0,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,96.71,3,2,1,0,No carpark,0.0,0,74.73,0.0,21.98,0,13800000,142695,68.0
Neihu District,Land+Building+Garage,25.46,109,1,1,1,10.0,Apartment_5to10storey,Steel Reinforced Concrete,91.0,128.22,3,2,1,1,Lifting Plane,0.0,0,69.81,3.84,6.27,1,22150000,172736,91.0
Neihu District,Land+Building,31.12,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,99.23,2,2,1,0,No carpark,0.0,0,89.66,0.0,9.57,0,12550000,126474,73.0
Neihu District,Land+Building+Garage,37.35,109,1,1,2,11.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,259.72,4,2,1,1,Ramp Plane,63.3,0,107.78,7.05,14.04,1,48000000,184814,99.0
Neihu District,Land+Building+Garage,21.6,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,101.0,107.75,2,1,1,1,Tower,11.79,0,41.42,7.99,5.6,1,19000000,176334,101.0
Neihu District,Land+Building+Garage,36.01,109,1,3,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,222.78,3,2,1,1,Ramp Plane,0.0,0,109.89,8.23,11.88,1,35880000,161056,101.0
Neihu District,Land+Building+Garage,75.81,109,1,1,3,26.0,Apartment_11storeyorgreater,Other,107.0,556.83,0,0,0,1,Ramp Plane,119.64,10200000,231.34,4.54,34.34,1,198000000,429562,107.0
Neihu District,Land+Building+Garage,25.42,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,100.0,175.76,3,2,1,1,Ramp Plane,39.58,0,76.81,1.84,9.21,1,27200000,154756,100.0
Nangang District,Land+Building,26.0,109,1,1,0,3.0,Apartment_5storey,Strengthened Brickwork,,59.28,1,1,1,0,No carpark,0.0,0,59.28,0.0,0.0,0,10700000,180499,
Songshan District,Land+Building,10.61,109,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,126.11,3,1,1,1,No carpark,0.0,0,97.11,0.0,9.69,1,20180000,160019,72.0
Songshan District,Land+Building,26.47,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,74.0,118.95,3,2,1,0,No carpark,0.0,0,97.04,12.38,0.0,1,45000000,378310,74.0
Xinyi District,Land+Building,35.2,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,119.96,3,2,1,0,No carpark,0.0,0,108.34,0.0,11.62,0,15960000,133044,68.0
Nangang District,Land+Building+Garage,54.44,109,1,1,2,11.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,295.34,3,2,1,1,Ramp Plane,93.06,0,116.63,6.46,13.4,1,53500000,181147,99.0
Daan District,Land+Building,47.28,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,132.84,3,2,1,0,No carpark,0.0,0,132.84,0.0,0.0,0,28930000,217781,
Beitou District,Land+Building,54.0,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,171.44,4,2,1,0,No carpark,0.0,0,139.18,5.97,20.69,0,12500000,72912,77.0
Beitou District,Land+Building+Garage,14.4,109,1,3,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,91.0,148.79,3,1,1,1,Ramp Plane,0.0,0,65.97,3.48,6.6,1,16680000,112104,91.0
Beitou District,Land+Building+Garage,22.61,109,2,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,128.09,2,2,1,1,Ramp Plane,18.14,1500000,56.38,3.56,5.96,1,10600000,82765,93.0
Beitou District,Land+Building+Garage,20.42,109,2,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,127.53,2,2,1,1,Ramp Machinery,6.7,560000,53.6,1.34,7.4,1,10080000,78788,93.0
Datong District,Land+Building+Garage,35.61,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,89.0,163.07,3,2,1,1,Lifting Plane,0.0,0,101.02,0.0,11.58,1,30000000,183970,89.0
Wenshan District,Land+Building,31.1,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,79.08,4,1,1,0,No carpark,0.0,0,79.08,0.0,0.0,0,9000000,113809,
Datong District,Land+Building,20.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,60.0,65.0,2,1,1,0,No carpark,0.0,0,65.0,0.0,0.0,0,9800000,150769,60.0
Datong District,Land+Building+Garage,18.54,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,91.05,2,1,1,1,Ramp Machinery,17.21,1500000,39.49,3.56,3.29,1,12000000,142199,105.0
Zhongshan District,Land+Building+Garage,14.98,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,103.17,0,0,0,1,Ramp Plane,0.0,2500000,34.3,2.68,3.41,1,18000000,174469,97.0
Zhongshan District,Land+Building+Garage,138.72,109,1,1,6,10.0,Apartment_5to10storey,Steel Reinforced Concrete,98.0,802.53,3,5,1,1,Ramp Plane,259.02,15000000,302.12,31.74,40.53,1,138100000,226491,98.0
Neihu District,Land+Building+Garage,54.47,109,1,1,1,5.0,Apartment_5storey,Reinforced Concrete,77.0,225.01,4,2,1,1,Ramp Plane,0.0,2500000,182.88,1.67,11.67,0,30880000,137238,77.0
Neihu District,Land+Building+Garage,12.35,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,130.61,2,1,1,1,Ramp Plane,39.65,2500000,54.11,3.79,3.37,1,21050000,203958,102.0
Xinyi District,Land+Building,4.17,109,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,,33.32,1,1,1,1,No carpark,0.0,0,29.57,0.0,0.0,1,8180000,245498,
Neihu District,Land+Building+Garage,26.5,109,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,206.56,2,2,1,1,Ramp Plane,33.74,3000000,97.93,8.16,9.59,1,58380000,320449,107.0
Neihu District,Land+Building+Garage,29.25,109,1,2,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,256.26,3,2,1,1,Ramp Plane,67.48,7200000,110.06,6.96,9.32,1,70880000,337324,107.0
Neihu District,Land+Building+Garage,25.54,109,1,2,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,232.2,2,2,1,1,Ramp Plane,67.48,6600000,92.25,5.7,12.28,1,62000000,336328,107.0
Neihu District,Land+Building,22.66,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,81.06,3,1,1,0,No carpark,0.0,0,70.24,8.1,0.0,0,5700000,70318,72.0
Wanhua District,Land+Building,19.8,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,76.0,92.49,2,1,1,1,No carpark,0.0,0,63.08,0.0,8.84,1,14080000,152233,76.0
Wanhua District,Land+Building,25.07,109,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,86.42,3,1,1,0,No carpark,0.0,0,74.13,0.0,12.29,0,8100000,93728,68.0
Wanhua District,Land+Building+Garage,26.47,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,212.68,3,2,1,1,Ramp Plane,35.24,2600000,108.95,1.76,9.71,1,34500000,179779,108.0
Wanhua District,Land+Building,7.4,109,1,1,0,18.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,81.95,2,1,1,1,No carpark,0.0,0,51.14,3.14,3.41,1,16000000,195241,104.0
Wanhua District,Land+Building,74.0,109,1,1,0,2.0,House,Strengthened Brickwork,,82.72,4,2,1,0,No carpark,0.0,0,82.72,0.0,0.0,0,12588200,152178,
Wanhua District,Land+Building,28.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,79.56,2,1,1,0,No carpark,0.0,0,79.56,0.0,0.0,0,8400000,105581,61.0
Wenshan District,Land+Building,19.2,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,78.24,4,4,1,0,No carpark,0.0,0,66.49,0.0,11.75,0,10200000,130368,
Wenshan District,Land+Building,25.5,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,77.65,3,1,1,0,No carpark,0.0,0,77.65,0.0,0.0,0,8690000,111912,
Wenshan District,Land+Building,54.75,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,133.86,4,2,1,0,No carpark,0.0,0,117.05,0.0,16.81,0,15380000,114896,58.0
Wenshan District,Land+Building,37.0,109,1,1,0,2.0,House,Strengthened Brickwork,,64.66,3,2,1,1,No carpark,0.0,0,56.66,4.0,4.0,0,13300000,205691,
Wenshan District,Land+Building,19.78,109,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,62.52,3,2,1,0,No carpark,0.0,0,50.4,12.12,0.0,0,13700000,219130,69.0
Wenshan District,Land+Building,24.12,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,103.59,3,2,1,1,No carpark,0.0,0,68.58,0.0,24.25,0,9000000,86881,73.0
Wanhua District,Land+Building,30.92,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,88.0,123.38,3,2,1,1,No carpark,0.0,0,80.22,2.43,8.29,1,20100000,162911,88.0
Wanhua District,Land+Building+Garage,18.91,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,109.0,93.91,2,1,1,1,Lifting Plane,15.75,1700000,42.15,2.23,4.23,1,14880000,168628,109.0
Datong District,Land+Building+Garage,22.32,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,191.38,3,2,1,1,Ramp Plane,45.3,0,87.63,0.0,10.2,1,34380000,179643,109.0
Wanhua District,Land+Building,32.33,109,1,2,0,3.0,Apartment_5storey,Strengthened Brickwork,,78.51,3,2,1,0,No carpark,0.0,0,78.51,0.0,0.0,0,9200000,117183,
Datong District,Land+Building+Garage,23.18,109,1,2,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,90.0,118.62,3,1,1,1,Tower,0.0,0,74.53,1.45,7.92,1,22800000,192210,90.0
Wanhua District,Land+Building,27.0,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,59.0,80.64,0,0,0,0,No carpark,0.0,0,80.64,0.0,0.0,0,8700000,107887,59.0
Zhongshan District,Land+Building,3.0,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,68.0,27.42,1,1,1,1,No carpark,0.0,0,19.51,0.0,2.91,1,5270000,192195,68.0
Zhongshan District,Land+Building,30.19,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,107.59,3,1,1,0,No carpark,0.0,0,91.81,0.0,15.78,0,15800000,146854,71.0
Xinyi District,Land+Building,32.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,90.0,3,2,1,0,No carpark,0.0,0,90.0,0.0,0.0,0,17580000,195333,
Nangang District,Land+Building+Garage,27.56,109,1,1,4,12.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,322.02,0,0,0,1,Ramp Plane,104.56,0,117.04,12.77,12.47,1,41200000,127942,102.0
Nangang District,Land+Building+Garage,27.69,109,1,1,4,12.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,323.09,0,0,0,1,Ramp Plane,104.56,0,117.45,13.12,12.47,1,41400000,128138,102.0
Nangang District,Land+Building+Garage,27.43,109,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,270.81,0,0,0,1,Ramp Plane,52.28,0,117.45,13.12,12.47,1,38000000,140320,102.0
Nangang District,Land+Building+Garage,27.69,109,1,1,4,12.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,322.9,0,0,0,1,Ramp Plane,104.56,0,117.45,13.12,12.28,1,41377000,128142,102.0
Songshan District,Land+Building+Garage,49.9,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,228.52,4,2,1,1,Ramp Plane,0.0,0,117.42,4.22,11.24,1,44800000,196044,93.0
Neihu District,Land+Building+Garage,34.38,109,2,1,3,10.0,Apartment_5to10storey,Reinforced Concrete,106.0,336.94,0,0,0,1,Ramp Plane,98.58,5500000,122.9,20.54,8.95,1,50280000,187867,106.0
Neihu District,Land+Building,30.07,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,112.18,3,2,1,0,No carpark,0.0,0,91.53,0.0,11.56,0,12680000,113033,74.0
Zhongshan District,Land+Building,22.63,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,119.94,3,2,1,0,No carpark,0.0,0,102.88,0.0,10.57,1,19168063,159814,72.0
Neihu District,Land+Building+Garage,19.69,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,126.42,2,1,1,1,Ramp Plane,38.83,2500000,46.86,1.7,8.54,1,21800000,220345,94.0
Neihu District,Land+Building+Garage,27.3,109,1,1,1,3.0,Apartment_5storey,Reinforced Concrete,84.0,63.52,2,1,1,1,other,0.0,0,28.56,1.87,5.22,0,8700000,136965,84.0
Neihu District,Land+Building+Garage,29.51,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,155.71,3,2,1,1,Ramp Plane,31.66,2000000,77.96,1.86,8.51,1,20080000,145748,95.0
ZhongZheng District,Land+Building,6.72,109,1,3,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,68.0,72.47,2,1,1,1,No carpark,0.0,0,59.0,0.0,6.44,1,13380000,184628,68.0
Wenshan District,Land+Building,13.69,109,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,51.34,1,1,1,1,No carpark,0.0,0,35.59,0.6,3.98,1,8560000,166732,84.0
Wenshan District,Land+Building,24.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,78.56,3,1,1,0,No carpark,0.0,0,67.31,0.0,11.25,0,10500000,133656,
Wanhua District,Land+Building+Garage,9.66,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,117.4,3,2,1,1,Lifting Plane,0.0,1500000,62.1,3.48,6.09,1,23600000,201022,97.0
Wanhua District,Land+Building,17.55,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,76.0,83.11,3,2,1,1,No carpark,0.0,0,56.41,0.0,8.48,1,7500000,90231,76.0
ZhongZheng District,Land+Building,32.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,70.0,97.33,3,1,1,0,No carpark,0.0,0,81.3,0.0,16.03,0,23380000,240214,70.0
Datong District,Land+Building+Garage,6.76,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,48.83,1,1,1,1,Lifting Plane,10.23,1500000,22.49,0.0,2.56,1,7580000,157513,93.0
Zhongshan District,Land+Building,40.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,141.74,8,5,1,0,No carpark,0.0,0,106.79,25.39,9.56,0,30258000,213475,65.0
Shilin District,Land+Building,22.57,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,66.0,113.12,2,2,1,1,No carpark,0.0,0,96.65,0.0,16.47,1,17200000,152051,66.0
Shilin District,Land+Building,11.71,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,59.0,29.48,2,1,1,0,No carpark,0.0,0,26.28,1.85,1.35,0,3600000,122117,59.0
Shilin District,Land+Building,35.0,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,118.97,3,2,1,0,No carpark,0.0,0,106.24,0.0,12.73,0,17380000,146087,73.0
Beitou District,Land+Building+Garage,21.4,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,171.49,3,2,1,1,Ramp Plane,34.95,0,74.87,6.85,8.7,1,34000000,198262,107.0
Beitou District,Land+Building+Garage,15.99,109,1,2,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,139.35,2,2,1,1,Lifting Machinery,35.31,0,60.38,8.77,5.59,1,20880000,149849,98.0
Beitou District,Land+Building,8.27,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,67.0,46.73,0,0,0,1,No carpark,0.0,0,38.24,0.0,2.85,1,5300000,113418,67.0
Shilin District,Land+Building,433.51,109,1,1,0,2.0,House,Strengthened Brickwork,58.0,210.97,5,5,1,1,No carpark,0.0,0,210.97,0.0,0.0,1,80880000,383372,58.0
Beitou District,Land+Building+Garage,53.9,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,95.0,218.11,4,2,1,1,Ground Floor,13.65,0,119.9,7.87,13.08,1,46580000,213562,95.0
Shilin District,Land+Building+Garage,154.08,109,2,1,2,6.0,Apartment_5to10storey,Reinforced Concrete,105.0,408.77,0,0,0,1,Ramp Plane,76.5,4500000,176.32,9.63,20.98,1,69000000,194119,105.0
Daan District,Land+Building,5.38,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,86.0,22.29,1,1,1,1,No carpark,0.0,0,11.62,0.0,3.97,1,5400000,242261,86.0
Xinyi District,Land+Building,27.59,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,109.52,6,2,1,0,No carpark,0.0,0,90.68,1.58,11.38,0,14500000,132396,76.0
Nangang District,Land+Building,9.94,109,1,3,0,9.0,Apartment_5to10storey,Reinforced Concrete,85.0,52.02,1,1,1,1,No carpark,0.0,0,29.27,0.35,6.41,1,10500000,201845,85.0
Xinyi District,Land+Building+Garage,147.73,109,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,452.14,4,4,1,1,Ramp Plane,0.0,0,267.63,7.27,35.36,1,165000000,364931,87.0
Xinyi District,Land+Building,32.05,109,1,7,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,167.79,3,3,1,1,No carpark,0.0,0,130.71,0.0,18.03,1,49000000,292032,70.0
Xinyi District,Land+Building+Garage,9.54,109,1,1,2,18.0,Apartment_11storeyorgreater,Other,97.0,143.14,2,1,1,1,Ramp Plane,0.0,0,53.25,0.0,9.59,1,30680000,214336,97.0
Zhongshan District,Land+Building+Garage,16.63,106,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,175.47,0,0,0,1,Ramp Plane,41.12,3000000,71.79,4.77,15.46,1,40580000,279717,109.0
Zhongshan District,Land+Building,6.09,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,50.78,0,0,0,1,No carpark,0.0,0,27.13,0.0,7.11,1,15200000,299330,109.0
Zhongshan District,Land+Building+Garage,16.2,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,162.23,2,2,1,1,Ramp Plane,41.12,2800000,69.48,3.35,7.99,1,34000000,257617,109.0
Zhongshan District,Land+Building+Garage,22.17,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,214.08,1,1,1,1,Ramp Plane,41.12,3000000,96.23,4.65,13.77,1,53670000,292958,109.0
Zhongshan District,Land+Building,8.04,108,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,61.2,2,1,1,1,No carpark,0.0,0,35.88,0.0,4.75,1,17470000,285458,109.0
Zhongshan District,Land+Building+Garage,16.2,106,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,160.78,2,1,1,1,Ramp Plane,41.12,2600000,69.48,2.2,7.99,1,33730000,260154,109.0
Zhongshan District,Land+Building+Garage,8.37,107,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,91.4,1,1,1,1,Ramp Machinery,29.91,2100000,35.88,0.0,4.75,1,19930000,289966,109.0
Neihu District,Land+Building+Garage,61.87,109,1,2,1,11.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,96.0,213.5,4,2,1,1,Ramp Plane,0.0,0,113.79,3.16,10.11,1,36500000,170960,96.0
Zhongshan District,Land+Building,3.75,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,69.0,44.8,2,1,1,1,No carpark,0.0,0,33.88,0.0,1.82,1,6000000,133929,69.0
Zhongshan District,Land+Building+Garage,47.09,109,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,89.0,155.72,3,2,1,1,Ramp Plane,0.0,0,77.88,0.0,8.1,1,26830000,172296,89.0
Neihu District,Land+Building+Garage,13.5,108,2,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,108.0,92.45,1,1,1,1,Tower,0.0,0,24.16,3.86,0.0,1,16560000,257743,108.0
Zhongshan District,Land+Building,14.16,109,1,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,105.0,59.76,1,1,1,1,No carpark,0.0,0,27.26,5.12,5.38,1,14130000,236446,105.0
Zhongshan District,Land+Building,24.14,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,96.85,3,2,1,0,No carpark,0.0,0,82.48,0.0,14.37,0,13600000,140423,69.0
Neihu District,Building,15.05,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,177.69,3,2,1,1,No carpark,0.0,0,87.46,0.0,13.23,1,31650000,178119,105.0
Zhongshan District,Land+Building,4.49,109,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,70.0,53.85,1,1,1,1,No carpark,0.0,0,39.6,0.0,4.0,1,7650000,142061,70.0
Zhongshan District,Land+Building,4.35,109,1,3,0,18.0,Apartment_11storeyorgreater,Other,99.0,66.32,1,1,1,1,No carpark,0.0,0,38.96,1.08,4.21,1,16000000,241255,99.0
Neihu District,Land+Building,30.88,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,94.81,3,2,1,0,No carpark,0.0,0,87.48,0.0,7.33,0,7580000,79949,69.0
